Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	DDX55	DDX55	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	FOCAD	FOCAD	15	15	15	1	17	0	0	0	0	0	-39.16	0.88	0.6	
MyD88	SF3A3	SF3A3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PALM2	PALM2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	UBP48	UBP48	15	15	15	1	4	0.99	0.99	0.99	0.99	0.99	4.95	3.75	0	
MyD88	RPP29	RPP29	9	9	9	1	12	0	0	0	0	0	-30.43	0.75	0.6	
MyD88	DD19B	DD19B	9	9	9	1	4	0.09	0.09	0.09	0.09	0.09	-2.35	2.25	0.27	
MyD88	MTEF1	MTEF1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	TRI47	TRI47	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	BUB3	BUB3	12	12	12	1	4	0.81	0.81	0.81	0.81	0.81	1.42	3	0.03	
MyD88	EBP	EBP	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	ZNF24	ZNF24	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SMCA2	SMCA2	27	27	27	1	38	0	0	0	0	0	-97.22	0.71	0.6	
MyD88	ECSIT	ECSIT	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	ZNF22	ZNF22	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SMCA5	SMCA5	40	40	40	1	50	0	0	0	0	0	-120.05	0.8	0.6	
MyD88	DHB4	DHB4	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ZBT7A	ZBT7A	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SMCA4	SMCA4	72	72	72	1	75	0	0	0	0	0	-160.88	0.96	0.6	
MyD88	HACD3	HACD3	12	12	12	1	12	0	0	0	0	0	-25.84	1	0.6	
MyD88	TBP	TBP	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	H33	H33	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	ANXA1	ANXA1	10	10	10	1	1	1	1	1	1	1	8.45	10	0	
MyD88	ATS1	ATS1	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	TF65	TF65	8	8	8	1	1	1	1	1	1	1	5.81	8	0	
MyD88	NSD3	NSD3	1	1	1	1	5	0	0	0	0	0	-18.68	0.2	0.6	
MyD88	TBE	TBE	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	PHLB1	PHLB1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	STML2	STML2	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	C2D1A	C2D1A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	STALP	STALP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SPRY3	SPRY3	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	CNBP	CNBP	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	FOLC	FOLC	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	ZWILC	ZWILC	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	WDHD1	WDHD1	19	19	19	1	5	1	1	1	1	1	6.66	3.8	0	
MyD88	ERGI2	ERGI2	8	8	8	1	6	0	0	0	0	0	-10.52	1.33	0.46	
MyD88	ERGI1	ERGI1	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	STK4	STK4	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	CTNL1	CTNL1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	COASY	COASY	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	UGGG2	UGGG2	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	UGGG1	UGGG1	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	MYH9	MYH9	73	73	73	1	56	0	0	0	0	0	-92.83	1.3	0.6	
MyD88	ODB2	ODB2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PK3CB	PK3CB	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	CR3L2	CR3L2	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	BUD31	BUD31	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	ZFY16	ZFY16	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	BAP18	BAP18	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	PIHD1	PIHD1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NU107	NU107	26	26	26	1	20	0	0	0	0	0	-33.85	1.3	0.57	
MyD88	GCN1	GCN1	119	119	119	1	133	0	0	0	0	0	-297.73	0.89	0.6	
MyD88	SF01	SF01	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	AGAP3	AGAP3	19	19	19	1	22	0	0	0	0	0	-51.05	0.86	0.6	
MyD88	EH1L1	EH1L1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	PSA2	PSA2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SDA1	SDA1	41	41	41	1	42	0	0	0	0	0	-89.51	0.98	0.6	
MyD88	ZW10	ZW10	6	6	6	1	9	0	0	0	0	0	-24.3	0.67	0.6	
MyD88	TSPO	TSPO	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	UHRF1	UHRF1	17	17	17	1	1	1	1	1	1	1	18.04	17	0	
MyD88	UHRF2	UHRF2	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	OTU7B	OTU7B	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RTCB	RTCB	10	10	10	1	4	0.26	0.26	0.26	0.26	0.26	-1.06	2.5	0.13	
MyD88	RTCA	RTCA	11	11	11	1	3	0.96	0.96	0.96	0.96	0.96	3.23	3.67	0	
MyD88	H2A1J	H2A1J	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	STX5	STX5	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	ZN384	ZN384	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	ANR44	ANR44	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	BASP1	BASP1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SNAA	SNAA	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	MYO9B	MYO9B	23	23	23	1	39	0	0	0	0	0	-108.44	0.59	0.6	
MyD88	SPICE	SPICE	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	GTPB6	GTPB6	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	PHF10	PHF10	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	GTPB1	GTPB1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	GUAA	GUAA	12	12	12	1	2	1	1	1	1	1	7.09	6	0	
MyD88	RPA1	RPA1	18	18	18	1	9	0	0	0	0	0	-7.14	2	0.42	
MyD88	CCHL	CCHL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TBA4A	TBA4A	8	8	8	1	10	0	0	0	0	0	-24.68	0.8	0.6	
MyD88	TRIO	TRIO	76	76	76	1	65	0	0	0	0	0	-119.96	1.17	0.6	
MyD88	RS3A	RS3A	91	91	91	1	97	0	0	0	0	0	-210.96	0.94	0.6	
MyD88	HECD4	HECD4	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	KI67	KI67	10	10	10	1	3	0.89	0.89	0.89	0.89	0.89	2.06	3.33	0.02	
MyD88	PRS4	PRS4	16	16	16	1	9	0	0	0	0	0	-9.81	1.78	0.45	
MyD88	UBN1	UBN1	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	DRG2	DRG2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DRG1	DRG1	13	13	13	1	10	0	0	0	0	0	-17.39	1.3	0.52	
MyD88	NOP58	NOP58	30	30	30	1	38	0	0	0	0	0	-92.1	0.79	0.6	
MyD88	NAA40	NAA40	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	IF2A	IF2A	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	NOP56	NOP56	38	38	38	1	55	0	0	0	0	0	-142.28	0.69	0.6	
MyD88	IF2G	IF2G	14	14	14	1	14	0	0	0	0	0	-29.99	1	0.6	
MyD88	NOP53	NOP53	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	YTDC2	YTDC2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	PKHG4	PKHG4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	AP1B1	AP1B1	8	8	8	1	8	0	0	0	0	0	-17.55	1	0.6	
MyD88	IF2P	IF2P	71	71	71	1	68	0	0	0	0	0	-137.65	1.04	0.6	
MyD88	TBC23	TBC23	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	ACD11	ACD11	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	KRI1	KRI1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	ANXA6	ANXA6	16	16	16	1	0	1	1	1	1	1	25.41	160	0	
MyD88	RP9	RP9	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	NR4A3	NR4A3	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	NBR1	NBR1	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	TXLNA	TXLNA	7	7	7	1	0	1	1	1	1	1	11.65	70	0	
MyD88	CKAP2	CKAP2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	DYLT1	DYLT1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	PYR1	PYR1	93	93	93	1	101	0	0	0	0	0	-222.27	0.92	0.6	
MyD88	PXMP2	PXMP2	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CALD1	CALD1	10	10	10	1	0	1	1	1	1	1	16.34	100	0	
MyD88	RS30	RS30	14	14	14	1	9	0	0	0	0	0	-12.54	1.56	0.48	
MyD88	CCNB2	CCNB2	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	MIRO2	MIRO2	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	ZCCHL	ZCCHL	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	AGAP1	AGAP1	2	2	2	1	6	0	0	0	0	0	-20.4	0.33	0.6	
MyD88	ABI2	ABI2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	VPS16	VPS16	9	9	9	1	6	0	0	0	0	0	-9.12	1.5	0.44	
MyD88	ABI1	ABI1	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	CSTF1	CSTF1	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	FIBP	FIBP	10	10	10	1	14	0	0	0	0	0	-36.22	0.71	0.6	
MyD88	VPS11	VPS11	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	SIN1	SIN1	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	CUL4A	CUL4A	29	29	29	1	30	0	0	0	0	0	-64.62	0.97	0.6	
MyD88	KC1G2	KC1G2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TPC2B	TPC2B	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CUL4B	CUL4B	12	12	12	1	10	0	0	0	0	0	-18.81	1.2	0.53	
MyD88	NSE4A	NSE4A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TEST	TEST	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	VA0D1	VA0D1	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	VA0D2	VA0D2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SLFN5	SLFN5	15	15	15	1	20	0	0	0	0	0	-50.18	0.75	0.6	
MyD88	ZCCHV	ZCCHV	23	23	23	1	10	0.02	0.02	0.02	0.02	0.02	-3.93	2.3	0.34	
MyD88	BPTF	BPTF	27	27	27	1	41	0	0	0	0	0	-108.66	0.66	0.6	
MyD88	COF1	COF1	34	34	34	1	22	0	0	0	0	0	-29.63	1.55	0.56	
MyD88	COF2	COF2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SYMPK	SYMPK	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	UACA	UACA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SKIV2	SKIV2	21	21	21	1	24	0	0	0	0	0	-55.19	0.88	0.6	
MyD88	CCNT1	CCNT1	6	6	6	1	16	0	0	0	0	0	-52.1	0.38	0.6	
MyD88	Z3H7B	Z3H7B	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	Z3H7A	Z3H7A	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	CCNT2	CCNT2	2	2	2	1	5	0	0	0	0	0	-16.35	0.4	0.6	
MyD88	HECD1	HECD1	15	15	15	1	5	0.88	0.88	0.88	0.88	0.88	1.98	3	0.02	
MyD88	HECD3	HECD3	7	7	7	1	2	0.82	0.82	0.82	0.82	0.82	1.51	3.5	0.02	
MyD88	TRAD1	TRAD1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TMOD3	TMOD3	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	KS6A5	KS6A5	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	FMNL2	FMNL2	2	2	2	1	27	0	0	0	0	0	-111.15	0.07	0.6	
MyD88	FMNL3	FMNL3	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	FMNL1	FMNL1	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	F111B	F111B	8	8	8	1	14	0	0	0	0	0	-39.86	0.57	0.6	
MyD88	SERA	SERA	57	57	57	1	55	0	0	0	0	0	-112.13	1.04	0.6	
MyD88	F111A	F111A	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	CLN6	CLN6	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	QPCTL	QPCTL	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	EF1B	EF1B	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SPF45	SPF45	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	TBAL3	TBAL3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	EF1G	EF1G	28	28	28	1	22	0	0	0	0	0	-37.99	1.27	0.57	
MyD88	EF1D	EF1D	10	10	10	1	1	1	1	1	1	1	8.45	10	0	
MyD88	DLGP5	DLGP5	9	9	9	1	9	0	0	0	0	0	-19.62	1	0.6	
MyD88	AUP1	AUP1	7	7	7	1	10	0	0	0	0	0	-26.34	0.7	0.6	
MyD88	VRK1	VRK1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SCAM3	SCAM3	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	VRK2	VRK2	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	JAK1	JAK1	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	NR2C2	NR2C2	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	PARI	PARI	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	BACH	BACH	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	ACOT8	ACOT8	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	ACOT9	ACOT9	22	22	22	1	23	0	0	0	0	0	-50.1	0.96	0.6	
MyD88	ACOT2	ACOT2	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	LMBD2	LMBD2	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	GTF2I	GTF2I	6	6	6	1	3	0.05	0.05	0.05	0.05	0.05	-2.97	2	0.28	
MyD88	PLD1	PLD1	25	25	25	1	19	0	0	0	0	0	-31.78	1.32	0.57	
MyD88	PHB	PHB	17	17	17	1	11	0	0	0	0	0	-15.27	1.55	0.5	
MyD88	RBBP7	RBBP7	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	RBBP6	RBBP6	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	KIF23	KIF23	14	14	14	1	12	0	0	0	0	0	-22.96	1.17	0.55	
MyD88	KIF22	KIF22	14	14	14	1	14	0	0	0	0	0	-29.99	1	0.6	
MyD88	THIK	THIK	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	FA45A	FA45A	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	THIO	THIO	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	THIM	THIM	24	24	24	1	23	0	0	0	0	0	-47.21	1.04	0.58	
MyD88	RAB31	RAB31	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	THIC	THIC	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	GBF1	GBF1	26	26	26	1	28	0	0	0	0	0	-61.95	0.93	0.6	
MyD88	SKT	SKT	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	DOCK9	DOCK9	33	33	33	1	36	0	0	0	0	0	-80.04	0.92	0.6	
MyD88	MED23	MED23	4	4	4	1	10	0	0	0	0	0	-32.18	0.4	0.6	
MyD88	DOCK1	DOCK1	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	RHOC	RHOC	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	DOCK7	DOCK7	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	DOCK5	DOCK5	15	15	15	1	17	0	0	0	0	0	-39.16	0.88	0.6	
MyD88	SAAL1	SAAL1	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	TFP11	TFP11	15	15	15	1	9	0	0	0	0	0	-11.17	1.67	0.47	
MyD88	GSHR	GSHR	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	XRCC5	XRCC5	46	46	46	1	48	0	0	0	0	0	-103.42	0.96	0.6	
MyD88	XRCC6	XRCC6	51	51	51	1	43	0	0	0	0	0	-78.65	1.19	0.59	
MyD88	MEP50	MEP50	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	PICAL	PICAL	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	KDIS	KDIS	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	MFF	MFF	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	COT1	COT1	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	ZO1	ZO1	17	17	17	1	4	1	1	1	1	1	7.18	4.25	0	
MyD88	MIC60	MIC60	11	11	11	1	16	0	0	0	0	0	-42.03	0.69	0.6	
MyD88	SIR1	SIR1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	TX1B3	TX1B3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SCRN1	SCRN1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PSA4	PSA4	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	RBM39	RBM39	24	24	24	1	25	0	0	0	0	0	-54.25	0.96	0.6	
MyD88	HXA9	HXA9	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	TFR1	TFR1	43	43	43	1	44	0	0	0	0	0	-93.65	0.98	0.6	
MyD88	RIC8A	RIC8A	11	11	11	1	12	0	0	0	0	0	-27.29	0.92	0.6	
MyD88	PLCB3	PLCB3	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	MCMBP	MCMBP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PSD3	PSD3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PARP4	PARP4	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	EPN4	EPN4	22	22	22	1	14	0	0	0	0	0	-18.69	1.57	0.53	
MyD88	TMM33	TMM33	8	8	8	1	10	0	0	0	0	0	-24.68	0.8	0.6	
MyD88	PARP2	PARP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	BCCIP	BCCIP	7	7	7	1	1	0.99	0.99	0.99	0.99	0.99	4.53	7	0	
MyD88	PAPD1	PAPD1	9	9	9	1	13	0	0	0	0	0	-34.18	0.69	0.6	
MyD88	DDX60	DDX60	15	15	15	1	45	0	0	0	0	0	-150.24	0.33	0.6	
MyD88	NT5D1	NT5D1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	INPP	INPP	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RPAC1	RPAC1	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	TSN	TSN	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	CAAP1	CAAP1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	GSTT1	GSTT1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MELK	MELK	1	1	1	1	5	0	0	0	0	0	-18.68	0.2	0.6	
MyD88	RHG29	RHG29	10	10	10	1	8	0	0	0	0	0	-14.67	1.25	0.5	
MyD88	KNTC1	KNTC1	19	19	19	1	25	0	0	0	0	0	-62.1	0.76	0.6	
MyD88	PHF6	PHF6	25	25	25	1	29	0	0	0	0	0	-67.09	0.86	0.6	
MyD88	CAMP1	CAMP1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	CAMP2	CAMP2	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	PHF3	PHF3	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	MSMO1	MSMO1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RPP38	RPP38	10	10	10	1	13	0	0	0	0	0	-32.49	0.77	0.6	
MyD88	PFD3	PFD3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	GWL	GWL	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RPP30	RPP30	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	NAMPT	NAMPT	41	41	41	1	48	0	0	0	0	0	-111.07	0.85	0.6	
MyD88	SPS2L	SPS2L	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	DNJA2	DNJA2	14	14	14	1	9	0	0	0	0	0	-12.54	1.56	0.48	
MyD88	DNJA3	DNJA3	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	DNJA1	DNJA1	25	25	25	1	18	0	0	0	0	0	-28.32	1.39	0.56	
MyD88	OGA	OGA	11	11	11	1	18	0	0	0	0	0	-49.69	0.61	0.6	
MyD88	METK2	METK2	14	14	14	1	12	0	0	0	0	0	-22.96	1.17	0.55	
MyD88	STRN4	STRN4	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	OPTN	OPTN	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	JMJD6	JMJD6	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	TRM1L	TRM1L	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	APAF	APAF	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	CK5P2	CK5P2	20	20	20	1	8	0.22	0.22	0.22	0.22	0.22	-1.28	2.5	0.14	
MyD88	CK5P3	CK5P3	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	AAR2	AAR2	15	15	15	1	17	0	0	0	0	0	-39.16	0.88	0.6	
MyD88	CK5P1	CK5P1	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	FHL2	FHL2	7	7	7	1	4	0.01	0.01	0.01	0.01	0.01	-5.01	1.75	0.36	
MyD88	FHL1	FHL1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	IF4G3	IF4G3	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	IF4G2	IF4G2	27	27	27	1	26	0	0	0	0	0	-53.43	1.04	0.59	
MyD88	IF4G1	IF4G1	24	24	24	1	14	0	0	0	0	0	-15.96	1.71	0.51	
MyD88	SAMH1	SAMH1	23	23	23	1	17	0	0	0	0	0	-27.65	1.35	0.56	
MyD88	SHCBP	SHCBP	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	ACACA	ACACA	142	142	142	1	148	0	0	0	0	0	-316.68	0.96	0.6	
MyD88	PRDX2	PRDX2	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	P52K	P52K	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	PSMG1	PSMG1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	UCHL5	UCHL5	11	11	11	1	5	0.05	0.05	0.05	0.05	0.05	-3.04	2.2	0.29	
MyD88	ATRX	ATRX	15	15	15	1	3	1	1	1	1	1	7.59	5	0	
MyD88	PTBP1	PTBP1	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	UCHL3	UCHL3	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
